bjd_tdb,flux_rel,flux_rel_err,filter,exptime_s
60033.17078801,1.152574,0.118603,i,24.000192
60033.17085814,1.006581,0.064882,g,24.000192
60033.17085814,1.188929,0.152533,i,24.000192
60033.1708932,1.071692,0.109494,u,24.000192
60033.17092827,1.022513,0.054446,g,24.000192
60033.17092827,1.066325,0.118142,i,24.000192
60033.17099839,1.093428,0.056691,g,24.000192
60033.17099839,1.004737,0.123841,i,24.000192
60033.17103346,1.288698,0.103919,u,24.000192
60033.17106852,1.058304,0.050495,g,24.000192
60033.17106852,1.060016,0.107409,i,24.000192
60033.17113865,1.024946,0.049389,g,24.000192
60033.17113865,1.025141,0.107342,i,24.000192
60033.17117371,0.967787,0.091025,u,24.000192
60033.17120877,0.970612,0.048094,g,24.000192
60033.17120877,1.127184,0.113526,i,24.000192
60033.1712789,0.998496,0.052842,g,24.000192
60033.1712789,1.051816,0.112736,i,24.000192
60033.17131396,1.095043,0.093073,u,24.000192
60033.17134903,1.001914,0.047966,g,24.000192
60033.17134903,0.901459,0.105994,i,24.000192
60033.17141915,0.988191,0.054401,g,24.000192
60033.17141915,0.736024,0.120329,i,24.000192
60033.17145422,0.899306,0.09644,u,24.000192
60033.17148928,1.026109,0.052221,g,24.000192
60033.17148928,1.199711,0.107745,i,24.000192
60033.17155941,1.046497,0.050751,g,24.000192
60033.17155941,0.78299,0.108191,i,24.000192
60033.17159447,1.043352,0.094022,u,24.000192
60033.17162953,1.010516,0.053238,g,24.000192
60033.17162953,0.781659,0.117084,i,24.000192
60033.17169966,0.959946,0.05188,g,24.000192
60033.17169966,0.964019,0.116168,i,24.000192
60033.17173472,0.976111,0.101497,u,24.000192
60033.17176979,0.88787,0.054173,g,24.000192
60033.17176979,0.83856,0.125313,i,24.000192
60033.17183991,0.9363,0.056107,g,24.000192
60033.17183991,1.071388,0.126639,i,24.000192
60033.17187498,0.923876,0.095626,u,24.000192
60033.17191004,0.881427,0.051882,g,24.000192
60033.17191004,1.034294,0.116016,i,24.000192
60033.17198017,1.037577,0.051445,g,24.000192
60033.17198017,1.086379,0.114637,i,24.000192
60033.17201523,1.090283,0.097649,u,24.000192
60033.17205029,0.926224,0.052346,g,24.000192
60033.17205029,1.035318,0.117735,i,24.000192
60033.17212042,0.939149,0.048918,g,24.000192
60033.17212042,0.86686,0.111031,i,24.000192
60033.17215548,0.996865,0.086657,u,24.000192
60033.17219055,1.011994,0.045323,g,24.000192
60033.17219055,1.008009,0.104778,i,24.000192
60033.17226067,1.059143,0.049305,g,24.000192
60033.17226067,1.118546,0.107692,i,24.000192
60033.17229574,1.113042,0.09128,u,24.000192
60033.1723308,1.057467,0.048716,g,24.000192
60033.1723308,0.991704,0.110628,i,24.000192
60033.17240093,1.050893,0.052834,g,24.000192
60033.17240093,0.944974,0.118405,i,24.000192
60033.17243599,1.030251,0.101562,u,24.000192
60033.17247105,1.142703,0.060949,g,24.000192
60033.17247105,1.308803,0.134763,i,24.000192
60033.17254118,1.052159,0.053805,g,24.000192
60033.17254118,1.132743,0.124567,i,24.000192
60033.17257624,1.060261,0.092529,u,24.000192
60033.17261131,1.114385,0.047348,g,24.000192
60033.17261131,1.142113,0.106321,i,24.000192
60033.17268143,1.013951,0.046239,g,24.000192
60033.17268143,1.289988,0.101297,i,24.000192
60033.1727165,1.087892,0.081695,u,24.000192
60033.17275156,1.117096,0.044523,g,24.000192
60033.17275156,1.025295,0.093616,i,24.000192
60033.17282169,1.051401,0.053587,g,24.000192
60033.17282169,1.017402,0.116643,i,24.000192
60033.17285675,1.088316,0.097863,u,24.000192
60033.17289181,1.043432,0.055423,g,24.000192
60033.17289181,1.175732,0.127035,i,24.000192
60033.17296194,1.15467,0.047368,g,24.000192
60033.17296194,1.020809,0.106469,i,24.000192
60033.172997,1.053418,0.08629,u,24.000192
60033.17303207,1.02172,0.044605,g,24.000192
60033.17303207,0.907693,0.101239,i,24.000192
60033.17310219,1.101229,0.04585,g,24.000192
60033.17310219,1.04718,0.101849,i,24.000192
60033.17313726,1.108758,0.094172,u,24.000192
60033.17317232,1.069219,0.052669,g,24.000192
60033.17317232,1.296318,0.116576,i,24.000192
60033.17324245,1.076503,0.046859,g,24.000192
60033.17324245,1.336628,0.107516,i,24.000192
60033.17327751,0.859248,0.084101,u,24.000192
60033.17331257,0.962371,0.048642,g,24.000192
60033.17331257,0.864407,0.10686,i,24.000192
60033.1733827,1.022624,0.048749,g,24.000192
60033.1733827,0.981264,0.105077,i,24.000192
60033.17341776,0.819111,0.089311,u,24.000192
60033.17345283,0.98644,0.048276,g,24.000192
60033.17345283,0.992337,0.108678,i,24.000192
60033.17352295,1.005678,0.052633,g,24.000192
60033.17352295,0.984698,0.117987,i,24.000192
60033.17355802,0.883939,0.097758,u,24.000192
60033.17359308,1.00036,0.055315,g,24.000192
60033.17359308,1.044585,0.130371,i,24.000192
60033.17366321,0.949858,0.048994,g,24.000192
60033.17366321,0.958288,0.108214,i,24.000192
60033.17369827,1.069745,0.09095,u,24.000192
60033.17373333,0.985417,0.047341,g,24.000192
60033.17373333,1.011288,0.101911,i,24.000192
60033.17380346,0.946033,0.044299,g,24.000192
60033.17380346,0.946985,0.093736,i,24.000192
60033.17383852,0.968774,0.08242,u,24.000192
60033.17387359,0.990658,0.045398,g,24.000192
60033.17387359,1.016347,0.103991,i,24.000192
60033.17394371,1.001077,0.042035,g,24.000192
60033.17394371,0.891734,0.09322,i,24.000192
60033.17397878,1.07282,0.086896,u,24.000192
60033.17401384,0.970971,0.048877,g,24.000192
60033.17401384,1.050444,0.107022,i,24.000192
60033.17408397,0.905458,0.047551,g,24.000192
60033.17408397,1.013854,0.113197,i,24.000192
60033.17411903,0.85843,0.09145,u,24.000192
60033.17415409,0.97906,0.051143,g,24.000192
60033.17415409,0.930371,0.108945,i,24.000192
60033.17422422,0.860325,0.045585,g,24.000192
60033.17422422,0.703967,0.10279,i,24.000192
60033.17425928,0.809231,0.085245,u,24.000192
60033.17429435,0.818304,0.046942,g,24.000192
60033.17429435,0.816963,0.104977,i,24.000192
60033.17436447,0.784539,0.043816,g,24.000192
60033.17436447,0.74487,0.100584,i,24.000192
60033.17439954,0.660704,0.084085,u,24.000192
60033.1744346,0.79287,0.043813,g,24.000192
60033.1744346,0.48162,0.099092,i,24.000192
60033.17450473,0.682351,0.046899,g,24.000192
60033.17450473,0.813304,0.101622,i,24.000192
60033.17453979,0.633222,0.080441,u,24.000192
60033.17457486,0.679271,0.045997,g,24.000192
60033.17457486,0.683043,0.104614,i,24.000192
60033.17464498,0.649197,0.045012,g,24.000192
60033.17464498,0.759404,0.098882,i,24.000192
60033.17468005,0.549407,0.084477,u,24.000192
60033.17471511,0.59025,0.047625,g,24.000192
60033.17471511,0.598271,0.110312,i,24.000192
60033.17478524,0.523097,0.055221,g,24.000192
60033.17478524,0.632836,0.13247,i,24.000192
60033.1748203,0.507634,0.110296,u,24.000192
60033.17485536,0.558018,0.066177,g,24.000192
60033.17485536,0.144651,0.152807,i,24.000192
60033.17492549,0.608084,0.05403,g,24.000192
60033.17492549,0.390576,0.122543,i,24.000192
60033.17496055,0.611827,0.107556,u,24.000192
60033.17499562,0.571765,0.055438,g,24.000192
60033.17499562,0.55829,0.134301,i,24.000192
60033.17506574,0.739661,0.049109,g,24.000192
60033.17506574,0.503227,0.107036,i,24.000192
60033.17510081,0.501432,0.083057,u,24.000192
60033.17513587,0.691037,0.044893,g,24.000192
60033.17513587,0.70195,0.102871,i,24.000192
60033.175206,0.763359,0.051866,g,24.000192
60033.175206,0.820891,0.116707,i,24.000192
60033.17524106,0.720284,0.08936,u,24.000192
60033.17527612,0.890687,0.048239,g,24.000192
60033.17527612,0.795386,0.108821,i,24.000192
60033.17534625,0.895526,0.047812,g,24.000192
60033.17534625,0.993747,0.104554,i,24.000192
60033.17538131,0.986737,0.0932,u,24.000192
60033.17541638,0.925026,0.055921,g,24.000192
60033.17541638,1.053356,0.126273,i,24.000192
60033.1754865,0.924589,0.053958,g,24.000192
60033.1754865,0.830193,0.125666,i,24.000192
60033.17552157,0.930408,0.1034,u,24.000192
60033.17555663,0.964761,0.052121,g,24.000192
60033.17555663,0.997936,0.11828,i,24.000192
60033.17562676,1.021023,0.054876,g,24.000192
60033.17562676,1.043328,0.119066,i,24.000192
60033.17566182,1.023757,0.097139,u,24.000192
60033.17569688,1.114545,0.050198,g,24.000192
60033.17569688,1.014448,0.11545,i,24.000192
60033.17576701,1.047906,0.052199,g,24.000192
60033.17576701,0.911144,0.113649,i,24.000192
60033.17580207,0.979366,0.090366,u,24.000192
60033.17583714,0.983454,0.047039,g,24.000192
60033.17583714,1.043031,0.105384,i,24.000192
60033.17590726,1.050327,0.048332,g,24.000192
60033.17590726,1.226212,0.103777,i,24.000192
60033.17594233,1.072323,0.08669,u,24.000192
60033.17597739,1.012532,0.045718,g,24.000192
60033.17597739,1.409463,0.103314,i,24.000192
60033.17604752,0.989075,0.049285,g,24.000192
60033.17604752,1.133747,0.10628,i,24.000192
60033.17608258,1.022655,0.100849,u,24.000192
60033.17611764,1.027926,0.062329,g,24.000192
60033.17611764,1.344728,0.148984,i,24.000192
60033.17618777,1.051169,0.056772,g,24.000192
60033.17618777,0.851147,0.130066,i,24.000192
60033.17622283,0.941934,0.099706,u,24.000192
60033.1762579,0.986115,0.049437,g,24.000192
60033.1762579,1.255407,0.112616,i,24.000192
60033.17632802,1.037965,0.050685,g,24.000192
60033.17632802,1.108207,0.116042,i,24.000192
60033.17636309,1.10693,0.093781,u,24.000192
60033.17639815,0.953349,0.051362,g,24.000192
60033.17639815,1.062377,0.108143,i,24.000192
60033.17646828,1.042309,0.047426,g,24.000192
60033.17646828,1.174388,0.106358,i,24.000192
60033.17650334,0.937874,0.087709,u,24.000192
60033.1765384,1.012239,0.04857,g,24.000192
60033.1765384,0.971516,0.107058,i,24.000192
60033.17660853,1.096972,0.04723,g,24.000192
60033.17660853,1.204162,0.106629,i,24.000192
60033.17664359,1.105752,0.09025,u,24.000192
60033.17667866,1.123036,0.051635,g,24.000192
60033.17667866,1.036068,0.116222,i,24.000192
60033.17674878,1.049744,0.048977,g,24.000192
60033.17674878,1.068742,0.108614,i,24.000192
60033.17678385,1.018618,0.091523,u,24.000192
60033.17681891,1.011722,0.047792,g,24.000192
60033.17681891,1.048392,0.111045,i,24.000192
60033.17688904,1.038137,0.049905,g,24.000192
60033.17688904,1.063017,0.112724,i,24.000192
60033.1769241,1.176889,0.097085,u,24.000192
60033.17695916,1.098617,0.052932,g,24.000192
60033.17695916,1.308693,0.117914,i,24.000192
60033.17702929,1.099524,0.04696,g,24.000192
60033.17702929,1.062452,0.100094,i,24.000192
60033.17706435,1.162736,0.08455,u,24.000192
60033.17709942,0.942854,0.046589,g,24.000192
60033.17709942,1.255523,0.105319,i,24.000192
60033.17716954,0.984917,0.050973,g,24.000192
60033.17716954,1.159704,0.111053,i,24.000192
60033.17720461,0.969593,0.092538,u,24.000192
60033.17723967,1.079131,0.053682,g,24.000192
60033.17723967,1.073726,0.122577,i,24.000192
60033.1773098,1.067077,0.051109,g,24.000192
60033.1773098,1.084942,0.113205,i,24.000192
60033.17734486,1.069781,0.096717,u,24.000192
60033.17737992,0.978877,0.055575,g,24.000192
60033.17737992,1.009852,0.12367,i,24.000192
60033.17745005,0.969219,0.063794,g,24.000192
60033.17745005,1.129583,0.148389,i,24.000192
60033.17748511,0.953996,0.104484,u,24.000192
60033.17752018,0.946239,0.056999,g,24.000192
60033.17752018,1.136195,0.126023,i,24.000192
60033.1775903,1.061297,0.05235,g,24.000192
60033.1775903,1.03803,0.118519,i,24.000192
60033.17762537,0.838206,0.102456,u,24.000192
60033.17766043,1.048711,0.064444,g,24.000192
60033.17766043,0.875417,0.138334,i,24.000192
60033.17773056,1.011989,0.063964,g,24.000192
60033.17773056,0.904839,0.139925,i,24.000192
60033.17776562,0.963518,0.111682,u,24.000192
60033.17780068,0.967258,0.057494,g,24.000192
60033.17780068,0.856496,0.129806,i,24.000192
60033.17787081,1.100148,0.058808,g,24.000192
60033.17787081,0.85483,0.13479,i,24.000192
60033.17790587,1.126785,0.11311,u,24.000192
60033.17794094,1.071617,0.063646,g,24.000192
60033.17794094,0.818522,0.136198,i,24.000192
60033.17801106,0.993921,0.060778,g,24.000192
60033.17801106,0.817262,0.14599,i,24.000192
60033.17804613,1.036652,0.116504,u,24.000192
60033.17808119,0.909556,0.062696,g,24.000192
60033.17808119,0.761635,0.144623,i,24.000192
60033.17815132,1.036419,0.055242,g,24.000192
60033.17815132,1.142331,0.128693,i,24.000192
60033.17818638,1.15009,0.096288,u,24.000192
60033.17822144,0.98158,0.051389,g,24.000192
60033.17822144,0.961106,0.117483,i,24.000192
60033.17829157,0.954809,0.051801,g,24.000192
60033.17829157,1.144703,0.120698,i,24.000192
60033.17832663,0.970293,0.094664,u,24.000192
60033.1783617,0.983763,0.050753,g,24.000192
60033.1783617,0.987665,0.112649,i,24.000192
60033.17843182,1.0421,0.05068,g,24.000192
60033.17843182,0.804562,0.108004,i,24.000192
60033.17846689,1.047414,0.087841,u,24.000192
60033.17850195,1.102335,0.048678,g,24.000192
60033.17850195,0.965368,0.109862,i,24.000192
60033.17857208,1.085494,0.045402,g,24.000192
60033.17857208,1.155167,0.101187,i,24.000192
60033.17860714,1.186096,0.081096,u,24.000192
60033.1786422,1.079291,0.043784,g,24.000192
60033.1786422,1.191453,0.100803,i,24.000192
60033.17871233,1.1611,0.045607,g,24.000192
60033.17871233,1.114692,0.101167,i,24.000192
60033.17874739,1.135729,0.089509,u,24.000192
60033.17878246,1.033459,0.051745,g,24.000192
60033.17878246,1.066955,0.120451,i,24.000192
60033.17885258,1.055878,0.057558,g,24.000192
60033.17885258,1.491604,0.144752,i,24.000192
60033.17888765,1.235755,0.108859,u,24.000192
60033.17892271,1.010594,0.051703,g,24.000192
60033.17892271,1.171623,0.122577,i,24.000192
60033.17899284,1.065416,0.050826,g,24.000192
60033.17899284,1.066667,0.11879,i,24.000192
60033.1790279,1.034227,0.093126,u,24.000192
60033.17906296,1.089625,0.050633,g,24.000192
60033.17906296,1.072092,0.118214,i,24.000192
60033.17913309,1.100178,0.05303,g,24.000192
60033.17913309,1.245266,0.114828,i,24.000192
60033.17916815,0.918622,0.093272,u,24.000192
60033.17920322,1.058832,0.053928,g,24.000192
60033.17920322,1.20953,0.126129,i,24.000192
60033.17927334,1.016677,0.055362,g,24.000192
60033.17927334,0.971749,0.128786,i,24.000192
60033.17930841,0.857636,0.09866,u,24.000192
60033.17934347,1.010474,0.048685,g,24.000192
60033.17934347,0.886997,0.110943,i,24.000192
60033.1794136,0.903303,0.054804,g,24.000192
60033.1794136,0.886428,0.129056,i,24.000192
60033.17944866,1.047613,0.107367,u,24.000192
60033.17948372,0.979196,0.06144,g,24.000192
60033.17948372,1.036602,0.148776,i,24.000192
60033.17955385,1.036657,0.050253,g,24.000192
60033.17955385,1.034664,0.118982,i,24.000192
60033.17958891,0.930744,0.091833,u,24.000192
60033.17962398,0.963519,0.047526,g,24.000192
60033.17962398,1.037207,0.112575,i,24.000192
60033.1796941,1.040333,0.049655,g,24.000192
60033.1796941,0.970124,0.118267,i,24.000192
60033.17972917,0.886628,0.095543,u,24.000192
60033.17976423,1.016447,0.053467,g,24.000192
60033.17976423,0.921669,0.119037,i,24.000192
60033.17983436,0.897807,0.054916,g,24.000192
60033.17983436,1.354382,0.138981,i,24.000192
60033.17986942,0.963173,0.10219,u,24.000192
60033.17990448,1.011587,0.054864,g,24.000192
60033.17990448,1.006681,0.119759,i,24.000192
60033.17997461,0.927162,0.050069,g,24.000192
60033.17997461,1.140075,0.112526,i,24.000192
60033.18000967,0.888292,0.084579,u,24.000192
60033.18004474,0.92854,0.047665,g,24.000192
60033.18004474,0.882167,0.108315,i,24.000192
60033.18011486,0.984162,0.05045,g,24.000192
60033.18011486,1.034161,0.119789,i,24.000192
60033.18014993,0.637662,0.110525,u,24.000192
60033.18018499,0.799772,0.059076,g,24.000192
60033.18018499,0.813038,0.131978,i,24.000192
60033.18025512,0.805914,0.054841,g,24.000192
60033.18025512,0.813266,0.125567,i,24.000192
60033.18029018,0.580582,0.1128,u,24.000192
60033.18032524,0.706452,0.064322,g,24.000192
60033.18032524,0.814183,0.146308,i,24.000192
60033.18039537,0.65756,0.053044,g,24.000192
60033.18039537,0.874737,0.127931,i,24.000192
60033.18043043,0.579008,0.105089,u,24.000192
60033.1804655,0.64149,0.053081,g,24.000192
60033.1804655,0.75103,0.132567,i,24.000192
60033.18053562,0.601394,0.055918,g,24.000192
60033.18053562,0.760716,0.130524,i,24.000192
60033.18057069,0.466043,0.10941,u,24.000192
60033.18060575,0.543708,0.058754,g,24.000192
60033.18060575,0.591101,0.131345,i,24.000192
60033.18067588,0.554391,0.047901,g,24.000192
60033.18067588,0.64194,0.109442,i,24.000192
60033.18071094,0.74694,0.094195,u,24.000192
60033.180746,0.620935,0.048577,g,24.000192
60033.180746,0.663787,0.117215,i,24.000192
60033.18081613,0.570666,0.043644,g,24.000192
60033.18081613,0.550048,0.10452,i,24.000192
60033.18085119,0.465542,0.093293,u,24.000192
60033.18088626,0.590473,0.050071,g,24.000192
60033.18088626,0.411708,0.116007,i,24.000192
60033.18095638,0.546948,0.052656,g,24.000192
60033.18095638,0.645194,0.125706,i,24.000192
60033.18099145,0.574417,0.09941,u,24.000192
60033.18102651,0.677191,0.054448,g,24.000192
60033.18102651,0.748663,0.130442,i,24.000192
60033.18109664,0.729111,0.054389,g,24.000192
60033.18109664,0.642418,0.127809,i,24.000192
60033.1811317,0.770314,0.102789,u,24.000192
60033.18116676,0.839205,0.050207,g,24.000192
60033.18116676,0.623481,0.120005,i,24.000192
60033.18123689,0.863958,0.053758,g,24.000192
60033.18123689,0.76431,0.124167,i,24.000192
60033.18127195,0.911782,0.102277,u,24.000192
60033.18130702,0.933511,0.056761,g,24.000192
60033.18130702,0.93235,0.127704,i,24.000192
60033.18137714,0.932789,0.050193,g,24.000192
60033.18137714,0.851158,0.113701,i,24.000192
60033.18141221,1.006144,0.098388,u,24.000192
60033.18144727,0.871151,0.052189,g,24.000192
60033.18144727,0.962666,0.115839,i,24.000192
60033.1815174,0.941189,0.051662,g,24.000192
60033.1815174,0.862089,0.118125,i,24.000192
60033.18155246,1.021141,0.09691,u,24.000192
60033.18158752,0.980736,0.047936,g,24.000192
60033.18158752,1.096497,0.109269,i,24.000192
60033.18165765,1.055711,0.048625,g,24.000192
60033.18165765,1.110257,0.116222,i,24.000192
60033.18169271,0.969196,0.092539,u,24.000192
60033.18172778,0.999834,0.053398,g,24.000192
60033.18172778,1.093763,0.122393,i,24.000192
60033.1817979,0.975446,0.050116,g,24.000192
60033.1817979,0.996724,0.11246,i,24.000192
60033.18183297,0.898509,0.092513,u,24.000192
60033.18186803,1.029754,0.053643,g,24.000192
60033.18186803,1.060871,0.119079,i,24.000192
60033.18193816,1.082697,0.053814,g,24.000192
60033.18193816,1.100759,0.120509,i,24.000192
60033.18197322,1.087972,0.102774,u,24.000192
60033.18200828,0.988168,0.04998,g,24.000192
60033.18200828,0.916422,0.10619,i,24.000192
60033.18207841,0.978353,0.047932,g,24.000192
60033.18207841,1.131093,0.109013,i,24.000192
60033.18211347,0.984487,0.093235,u,24.000192
60033.18214854,0.945522,0.050266,g,24.000192
60033.18214854,1.266059,0.118012,i,24.000192
60033.18221866,0.957703,0.051606,g,24.000192
60033.18221866,1.152492,0.120292,i,24.000192
60033.18225373,1.070971,0.100778,u,24.000192
60033.18228879,0.835986,0.053479,g,24.000192
60033.18228879,0.90067,0.128891,i,24.000192
60033.18235892,1.03188,0.052423,g,24.000192
60033.18235892,0.952392,0.118673,i,24.000192
60033.18239398,0.989877,0.102166,u,24.000192
60033.18242904,0.986572,0.052613,g,24.000192
60033.18242904,1.186476,0.122472,i,24.000192
60033.18249917,0.967499,0.047721,g,24.000192
60033.18249917,0.932034,0.111546,i,24.000192
60033.18253423,1.033731,0.092705,u,24.000192
60033.1825693,0.964927,0.04795,g,24.000192
60033.1825693,1.137111,0.115517,i,24.000192
60033.18263942,0.922032,0.048312,g,24.000192
60033.18263942,0.820277,0.112033,i,24.000192
60033.18267449,1.077717,0.096226,u,24.000192
60033.18270955,1.062842,0.055494,g,24.000192
60033.18270955,1.284796,0.122093,i,24.000192
60033.18277968,1.010135,0.056295,g,24.000192
60033.18277968,1.233657,0.129201,i,24.000192
60033.18281474,1.07071,0.100495,u,24.000192
60033.1828498,1.021734,0.049967,g,24.000192
60033.1828498,1.105015,0.117012,i,24.000192
60033.18291993,1.019677,0.060015,g,24.000192
60033.18291993,1.040722,0.136599,i,24.000192
60033.18295499,1.140484,0.117798,u,24.000192
60033.18299006,1.023573,0.061513,g,24.000192
60033.18299006,0.846398,0.143315,i,24.000192
60033.18306018,1.083411,0.060619,g,24.000192
60033.18306018,1.055237,0.136765,i,24.000192
60033.18309525,0.973524,0.110053,u,24.000192
60033.18313031,0.928155,0.052929,g,24.000192
60033.18313031,0.845437,0.124789,i,24.000192
60033.18320044,0.902847,0.057938,g,24.000192
60033.18320044,1.110983,0.132637,i,24.000192
